タイトル,あらすじ,ジャンル
ちょっとまて野球部！,県立神弦高校野球部は強豪でも弱小でもない日本一平均的なチーム。3年生たち最後の夏が終わり、1年生の大堀（須賀健太）、秋本（小関裕太）、宮田（山本涼介）ら残された部員たちの新たな日常がスタートする。なんとなく授業をやりすごし、マネージャの日野原（宮崎秋人）や2年の晴見（荒井敦史）、石橋（塩野瑛久）、木村（柳喬之）の指示のもと運動部最下級生お馴染みの雑用をこなしながら野球に励む3人。ある日、テストの追試で赤点を取った大堀がピンチに陥る。再追試に落ちると、夏の合宿に参加できない事が分かったのだ。野球部のキングオブバカ・大堀は無事に再追試をクリアし、合宿に行けるのか？（C）2017ゆくえ高那・新潮社／「ちょっとまて野球部！」製作委員会,ドラマ
モヒカン故郷に帰る,モヒカン頭がトレードマークの売れないバンドマン永吉。妊娠した恋人・由佳を連れて、故郷・戸鼻島へ結婚報告をするため７年ぶりに帰る。永吉たちを待ち構えていたのは、矢沢永吉をこよなく愛す頑固おやじ・治と筋金入りのカープ狂の母・春子、そしてたまたま帰省していた弟・浩二の３人。家族がそろったかと思えば、のらりくらりの永吉に治が怒り心頭！いつもの一家総出でド派手な親子喧嘩が始まる。なんだかんだありつつも、二人の結婚を祝う大宴会が開かれたその夜、永吉は治が倒れているのを発見。病院で受けた検査結果はガンだった――。 動揺を隠せない5人の頭に渦巻く「どうする!?」 何をするのが正しいのかわからないけれど、不器用にぶつかりあいながら、喧嘩したり笑い合って離れた時を埋めていく。(c)2016「モヒカン故郷に帰る」製作委員会,ドラマ
黒い暴動,高校時代、軽音楽部に所属するも煮え切らない毎日を過ごしていた美羽。ある日、ギャルな先輩に導かれ、ガングロギャルチーム「ブラック・ハマナス」に出逢った美羽、あおい、優等生の彩香は、勢いで加入することに。パラパラダンスに打ち込む美羽たちの姿は、軽音楽部でロックを目指していた柴田も刺激を受けるほどの輝きを放っていた。12年後、元ギャルの3人は、高校時代に砂浜に埋めたタイムカプセルを探しに向かうが…（C）2016『黒い暴動』フィルムパートナーズ,"コメディー,ドラマ"
帰ってきた天装戦隊ゴセイジャー　ｌａｓｔ　ｅｐｉｃ,TVシリーズではブラジラとの死闘を繰り広げ、クライマックスを迎えたゴセイジャー。映画では、夏に大ヒットの興行成績を収め、冬には “護星天使”と“侍”という全くタイプの異なる2大スーパー戦隊で夢の競演を果たした。そして、スーパー戦隊シリーズ35作・東映創立60周年記念イヤーの年、2011年5月に「ゴーカイジャー ゴセイジャースーパー戦隊199ヒーロー大決戦」記念映画が公開。スーパー戦隊シリーズ初の「夏・冬・春」3作連続、映画で大活躍するゴセイジャー。TV放送終了後の記念映画化決定で、まだまだゴセイジャー人気が続く中、そんな熱いファンの声に応え、単独Vシネマがリリース。TVシリーズ最終回放送後のゴセイジャーは一体どうなっているのか…?! 5人を襲った最後にして最強の敵とは…?!テレビや映画では絶対に観られない、ファン必見のVシネマ版完全オリジナル新作で、ゴセイジャーが再び、降臨！,"アクション,キッズ"
あぜ道のダンディ,見栄を張ってなにが悪い！ 若手最注目監督 石井裕也（『川の底からこんにちは』）が描く、男のダンディズムの世界！,ドラマ
ヘヴンズ ストーリー,8歳の少女サトは、両親と姉を殺され、祖父に引き取られる。サトはテレビ画面の中で「法律が許しても、僕がこの手で犯人を殺してやります」と強く言い放つ人を見た。妻子を殺されたトモキだった。その日から、サトにとってトモキは英雄になった…。©2010ヘヴンズ プロジェクト,ドラマ
チチを撮りに,フリーターの姉・葉月と女子高生の妹・呼春は、母の佐和と3人暮らし。14年前に女の人を作って家を出て行ったきりの、父の記憶はほとんどない。ある日、佐和から「離婚したお父さんがもうすぐ死ぬから会いに行って、ついでにその顔を写真に撮って来てほしい」と告げられる。（C）2012ピクチャーズ・ネットワーク／日吉ケ丘ピクチャーズ,ドラマ
天装戦隊ゴセイジャー　エピック　ＯＮ　ＴＨＥ　ムービー,滅びのプレリュード！　護星天使VS最強最悪因縁のモンスター軍団！！その笛が吹き鳴らされるとき、世界が終わる――。地球の平和を乱す悪の軍団と、激しい戦いを繰り広げてきた天装戦隊ゴセイジャー。今、彼らに最大の試練が訪れる。宇宙から降ってきた２つの隕石をめぐって開始される、熾烈な争奪戦。それは、大滅亡へのプロローグ。海に、山に異変が起こり、悪意が世界を支配する……！　この星を護れるのは、彼らしかいない。地球に残され！最後の希望、その名はゴセイジャー。あのウォースターたちの逆襲を阻止し、輝く空を、母なる海を、豊かな大地を護ってくれ!(C)２０１０劇場版「Ｗ・ゴセイジャー」製作委員会　(C)２０１０　テレビ朝日・東映ＡＧ・東映,"アクション,キッズ"
結婚詐欺師,女性たちはなぜ見事に騙されるのか? 彼女らの本当の「救い」とは? 阿久津(内村光良)は汚職や詐欺などを扱う知能犯担当刑事。ある女性の訴えで、結婚詐欺の捜査を担当することになる。橋口(加藤雅也)という男が、巧妙な話術と洗練された容貌で女性たちを次々と誘惑し、金を振り込ませては姿をくらませていたのだ。そんな折、阿久津は被害女性の中に、かつて自分がプロポーズをした学生時代の恋人・美和子(鶴田真由)がいるのを知り愕然とする。彼は美和子を救えるのか?(C)1996 乃南アサ／新潮社　(C）2007WOWOW INC.,ドラマ
ぶるうかなりや,坂部重彦(柄本明)は会社で高い評価を得ていたが、ライバル企業に情報を流してクビに。愛人のつもりでいた大場リツ(宮沢りえ)が自分を陥れた探偵とわかり、彼は二重に衝撃を受ける。一方、定職につかず同居女性のヒモ状態の息子・春也(村上淳)が、突然声を失った。重彦はリツに失声の原因調査を依頼、だが判明したのは妻(渡辺えり子)の浮気、春也の隠し子など、信じられない家族の秘密だった…。(C)2005 WOWOW INC.,ドラマ
「超」怖い話2,Jホラーが空前の盛り上がりを見せる今、ついに真打ち登場！実話怪談の最高峰『「超」怖い話』完全映画化の第二弾。2011年に「ダイナー」で大藪春彦賞を受賞した人気作家・平山夢明が、実際にあった恐怖心霊体験を集めて作り上げた実話怪談集。全4話のオムニバスとなる本作を監督したのは、ハリウッドリメイクが決定した『AVN/エイリアンVSニンジャ』など世界が注目の映画監督・千葉誠治。最凶の心霊現象に遭遇した美女4名の恐怖体験を描く。主演の人気アイドルグループ”夢みるアドレセンス”のメンバーがオムニバス4話のそれぞれのヒロインとして登場。そして、4つの怪談は奇妙に絡み合いながら、美女たちの絶叫は闇に飲みこまれ、遂には、誰も助けに来ない恐怖体験が、あなたを激しく襲う！！(c)平山夢明　(c)2017キングレコード,ホラー
