タイトル,あらすじ,ジャンル
ゾンビ・ガール(字幕版),生粋のホラー映画マニア青年マックスは、憧れていた美女エヴリンと付き合うことになり、なんと同棲することになり有頂天。ところが、エヴリンとの暮らしは束縛地獄。耐えられずに別れることを決意するのだが、エヴリンはバスに跳ねられて死んでしまう。彼女の死から何とか立ち直ったマックスは、ゾンビ映画2本立て鑑賞中に、可愛くて元気でホラー映画を愛する女性オリヴィアに出逢う。すぐに2人は意気投合するのだが、マックスのアパートに現れたのは死んだはずのエヴリン。彼女は、マックスとオリヴィアの仲を妨害するために墓からゾンビとして甦ったのだ。マックスは、自分とオリヴィアの将来のために、このゾンビを撃退しなければならないと決意する！,"ホラー,コメディー"
ゴッド・ファーザー PART3 (字幕版),シリーズの最後を飾る本作では、コルレオーネ・ファミリーのドンであるマイケルがファミリーの事業を合法化し暴力にまみれた裏社会から抜け出そうとする姿を描く。,ドラマ
マスター・アンド・コマンダー (字幕版),オスカー賞受賞俳優のラッセル・クロウがH.M.S.サープライズ軍艦艦長“ラッキー”ジャック・オーブリー役で主演するこの映画は、パトリック・オブライアンのベストセラーである歴史冒険小説を映画化したもの。ナポレオン率いるフランス勢力に勇敢に立ち向かうオーブリーの姿を描いた作品だ。オスカー賞候補のピーター・ウィアー監督が描く海洋冒険物語。その他の出演者はポール・ベタニー、ビリー・ボイドやリチャード・ストローなど。,アクション
Monte Carlo (字幕版),全米で人気沸騰中の若手スターの競演で贈る！　恋したくなるロマンティック・コメディ!!本当の恋、新しい自分。,"コメディー,ロマンス"
スカーフェイス (字幕版),ブライアン・デ・パルマが演出し、アル・パチーノが残酷なマフィアを見事に演じる。「スカーフェイス」はアメリカの麻薬世界のあさましい権力をさらけ出す作品だ。,"アクション,ドラマ"
桜田門外ノ変,水戸藩士の関鉄之介は、妻と息子に別れを告げ、井伊直弼を討つため江戸へと向かう。鉄之介は１8人の襲撃部隊の指揮をとり、井伊の暗殺に成功するが、多くの仲間が犠牲となる。その後、鉄之介は薩摩藩による幕府制圧に参戦すべく京都へと向かうが……。(Ｃ) 2010「桜田門外ノ変」製作委員会,ドラマ
ハード・パニッシャー (吹替版),イギリス軍特殊部隊の兵士ジミーの元に突然、両親が死んだという知らせが届く。アフガニスタンから急遽帰国した彼は、両親が惨殺されたことを知り、激しいショックを受ける。彼の父が無軌道なギャング団に逆恨みされ母とともに悲惨な最期を遂げたのだった。そのこと知ったジミーは、自らの手で犯人グループを断罪することを決意する。鋼の肉体と冷徹な頭脳を持つ究極の処刑人として、ジミーの容赦なき復讐劇が幕を開ける！！(C) 2013 Vendetta Films Ltd. All Rights Reserved.,"アクション,アドベンチャー"
ソードフィッシュ (字幕版),世界No.1ハッカーと呼ばれたスタンリーのもとに舞い込んだ、巨額金強奪の話。かつて麻薬取締役局の極秘作戦”ソード・フィッシュ”によって生じ、現在も政府がネットの裏側に隠し持つ95億ドルを､わずか60秒で奪う！話を持ちかけてきたガブリエルの逆らい難い脅威に､スタンリーは予測不能の「錯覚＝ミスディレクション」の罠にはまっていく！ Rating G (C) 2001 Warner Bros. Entertainment Inc. All rights reserved.,アクション
フューリー(吹替版),"１９４５年４月、戦車“フューリー”を駆るウォーダディ（ブラッド・ピット）のチームに、戦闘経験の一切ない新兵ノーマン（ローガン・ラーマン）が配置された。新人のノーマンは、想像をはるかに超えた戦場の凄惨な現実を目の当たりにしていく。やがて行く先々に隠れ潜むドイツ軍の奇襲を切り抜け進軍する“フューリー”の乗員たちは、世界最強の独・ティーガー戦車との死闘、さらには敵の精鋭部隊３００人をたった５人で迎え撃つという、絶望的なミッションに身を投じていくのだった・・・・・・。(C)Norman Licensing, LLC 2014","アクション,軍隊・戦争"
Mirrors (字幕版),「24 -TWENTY FOUR-」キーファー・サザーランド主演！　ラストシーン予測的中率0％の震撼サスペンス・アクション!!感じる。その奥に秘められた存在を――,"ホラー,アドベンチャー,ドラマ,外国映画"
トレインスポッティング(字幕版),マーク・レントンと彼の仲間はヘロイン中毒。ケンカが趣味のベグビー。気のいい小心者スパッド。女たらしのシック・ボーイ。そしてセックスもドラッグもOKの女子中学生ダイアン。窃盗、詐欺、万引きを繰り返し逮捕されたレントンは更生を決意。ロンドンへ出て就職する。だが強盗で手配されたベグビーとシック・ボーイが押しかけてきて会社はクビ。地元へ戻れば、待ち受けていたのはヤク漬けのまま死んだ友人の葬式だった。圧倒的な絶望感の中、レントンと仲間たちは人生を変える賭けに出る。売人から大量の麻薬を仕入れ、ロンドンでさばけば大儲けだ。大金と新しい人生。彼らはそれを手に入れる事ができるのか？(C)Channel Four Television Corporation MCMXCVC,ドラマ
特捜部Q キジ殺し（字幕版）,"「特捜部Q」のカールとアサド、そしてローセの３人に託された２０年前の事件ファイル。それは名門寄宿舎学校の近くでおきた兄妹惨殺事件だったが、犯人は事件発生直後に逮捕され“終わった”案件。だが、あらためてファイルを見返すと、特定の人物に対する捜査が不十分なまま打ち切られ、事件の夜に通報してきた少女キミーが失踪するなど不審な点も多い。カールとアサドは事件の鍵を握るキミーの捜索を開始するが…（C）2014 ZENTROPA, ENTERTAINMENTS20 APS, ENTERTAINMENTS BERLIN GMBH, INTERNATIONAL SWEDEN AB All rights reserved",サスペンス
呪怨　白い老女,一家惨殺事件。首を切られ惨殺された、かつての親友・・・。少女が絶望の中で見たものとは・・・。ある家で、司法試験に落ちた息子が家族5人を次々と惨殺。自らも首を吊って死んだ。死ぬ間際に彼が録音したカセットテープには、「行きます。すぐ行きます･･」という彼の声とともに、少女の不気味な声が録音されていた。それは、今は高校に通うあかね（南明奈）が小学生の頃に親友だった未来という少女の声だった。未来は一家惨殺の被害者だったのだ。そして、幼い頃から霊感が強かったあかねの前に、黄色い帽子をかぶり赤いランドセルを背負った未来が姿を現す……。(C)2009 東映ビデオ [人情]（Ｃ）東映,"アクション,ホラー"
マギーズ・プラン　幸せのあとしまつ(字幕版),NYの大学でアーティスト・コーディネーターとして働くマギーは、小説家を目指す新進気鋭の文化人類学者のジョンと出会い、恋に落ちる。ジョンは既婚者で妻ジョーゼットは教授として働くバリバリのキャリア。家庭を顧みない妻に疲れ果てたジョンは離婚を決意し、自分の小説を好きだと言ってくれるマギーと再婚する。数年後、娘も授かり幸せに見えた2人だが、仕事も辞め小説家の夢を追い続けるジョンとの結婚生活に不安を感じるマギー。一方、忙しいジョーゼットの子供たちの面倒を見るうち彼女とも親しくなり、彼女が“鬼嫁”ではなく知的で魅力的で、今でもジョンを深く愛していると気づく。ジョンはジョーゼットと一緒にいた方が、きっと幸せになれる・・・そう思ったマギーは【夫を前妻に返す】という、とんでもない計画を思いつく。,"ロマンス,コメディー"
